type,fixed acidity,good wine,pH,free sulfur dioxide,density,citric acid,residual sugar,total sulfur dioxide,volatile acidity,sulphates,alcohol,chlorides,quality
0,7.3,True,3.32,44,0.9912,0.49,1.8,152,0.21,0.44,12.6,0.038,7
0,6.9,True,3.43,25,0.9962,0.49,7.6,156,0.3,0.63,11,0.057,7
0,7.9,True,3.29,32,0.9965,0.49,8.2,164,0.42,0.6,11.2,0.056,7
0,6.9,True,3.45,35,0.9932,0.49,1.3,148,0.24,0.57,10.7,0.032,7
0,7.6,True,3.08,45,0.9967,0.49,10,182,0.23,0.58,9.6,0.036,6
0,7.9,True,3.18,36,0.9953,0.49,5.2,157,0.18,0.48,10.6,0.051,6
0,6.2,False,3.27,12,0.9963,0.49,6.4,115,0.43,0.57,9,0.045,4
0,8.8,False,2.96,14,0.992,0.49,1,56,0.35,0.33,10.5,0.036,4
0,7.8,True,3.29,33,0.991,0.74,1.8,156,0.3,0.52,12.8,0.033,6
0,9.1,False,3.15,10,0.9958,0.49,2,112,0.28,0.46,10.1,0.059,5
0,7.1,True,3.3,26,0.99,0.49,1.5,126,0.34,0.33,12.2,0.027,7
0,7.8,True,3.29,33,0.991,0.74,1.8,156,0.3,0.52,12.8,0.033,6
0,9.1,False,3.15,10,0.9958,0.49,2,112,0.28,0.46,10.1,0.059,5
0,8.5,True,3.14,29,0.9938,0.49,3.5,117,0.19,0.51,10.1,0.044,6
0,7.6,False,3.06,36,0.9996,0.49,18.05,158,0.18,0.41,9.2,0.046,5
0,7.5,False,3.33,19,0.9946,0.49,1.8,110,0.19,0.44,9.9,0.055,5
0,7.4,True,3.52,49,0.9974,0.49,8.2,188,0.3,0.58,9.7,0.055,6
0,6.7,False,3.21,35,0.9945,0.74,5,157,0.3,0.46,9.9,0.038,5
0,6.6,False,3.21,36,0.9946,0.74,4.6,159,0.3,0.45,9.9,0.041,5
0,7.4,True,3.52,49,0.9974,0.49,8.2,188,0.3,0.58,9.7,0.055,6
0,6.9,True,3.54,50,0.9957,0.49,7,168,0.22,0.5,10.3,0.063,6
0,7.8,False,3.16,21,0.9931,0.49,3.1,116,0.26,0.35,10.3,0.045,5
0,8.5,False,2.88,23,0.9947,0.49,8.8,108,0.17,0.34,10.5,0.048,4
0,6.8,True,3.63,61,0.9953,0.74,2.4,182,0.17,0.76,10.5,0.053,6
0,6.2,True,3.32,20,0.9931,0.49,1.4,74,0.27,0.44,9.8,0.05,6
0,7.1,False,3.31,17,0.9946,0.49,1.8,128,0.64,0.58,10.6,0.05,4
0,6.4,False,3.58,54,0.9978,0.74,11.9,168,0.18,0.68,10.1,0.046,5
0,7.6,False,3.22,50,0.9989,0.49,13.4,191,0.31,0.53,9,0.062,4
0,9.8,False,3.18,13,1.0004,0.49,15.4,119,0.31,0.45,9.5,0.046,5
0,9,True,2.94,32,0.9938,0.49,7.2,84,0.3,0.32,11.5,0.039,6
0,8.4,True,3.03,46,0.9934,0.49,7.4,108,0.24,0.33,11.9,0.039,7
0,6.4,False,3.58,54,0.9978,0.74,11.9,168,0.18,0.68,10.1,0.046,5
0,6.4,True,3.21,52,0.9956,0.74,7.8,209,0.25,0.42,9.2,0.045,6
0,7.3,False,3.02,46,0.9982,0.74,13.5,165,0.3,0.4,8.7,0.039,5
0,9.3,False,3.11,34,0.9948,0.49,1.3,147,0.31,0.46,9.8,0.042,5
0,6.4,True,3.21,52,0.9956,0.74,7.8,209,0.25,0.42,9.2,0.045,6
0,7.3,False,3.02,46,0.9982,0.74,13.5,165,0.3,0.4,8.7,0.039,5
0,7,True,3.35,27,0.9926,0.74,1.5,122,0.27,0.48,11.2,0.036,6
0,7.9,True,3.08,30,0.991,0.74,1.2,165,0.14,0.82,12.3,0.028,6
0,6.4,True,3.34,49,0.9945,0.49,6.4,161,0.12,0.44,10.4,0.042,6
0,6.8,True,3.13,25,0.9916,0.74,1.2,111,0.21,0.41,10.7,0.047,6
0,8.6,True,3.13,9,0.9953,0.49,7.3,63,0.16,0.59,10.5,0.043,6
0,7,True,2.95,37,0.9938,0.49,3.8,136,0.29,0.4,9.4,0.047,6
0,6.4,True,3.24,53,0.9956,0.49,7.3,206,0.27,0.43,9.2,0.046,6
0,6.6,False,3.15,56,0.9906,0.01,2.7,122,0.55,0.3,11.9,0.034,5
0,6.4,True,3.24,53,0.9956,0.49,7.3,206,0.27,0.43,9.2,0.046,6
0,6.3,True,3.27,24,0.9932,0.74,1.4,108,0.24,0.39,9.9,0.172,6
0,6.7,True,3.11,20,0.9914,0.49,1.6,94,0.33,0.5,11.4,0.167,6
0,7,True,2.95,37,0.9938,0.49,3.8,136,0.29,0.4,9.4,0.047,6
0,8.2,True,3.08,55,0.996,0.49,8,223,0.34,0.52,10.7,0.046,6
0,5.6,False,3.28,27,0.9906,0.24,4.7,77,0.39,0.36,12.7,0.034,5
0,5.6,True,3.32,10,0.98815,0.24,1.9,53,0.41,0.5,13.5,0.034,7
0,6.7,False,3.24,39,0.9942,0.01,2.8,137,0.41,0.35,9.5,0.048,5
0,7.1,True,3.37,31,0.9903,0.49,2.2,113,0.26,0.42,12.9,0.032,9
0,7.5,True,3.07,44,0.9906,0.49,1.7,109,0.32,0.46,12.5,0.031,6
0,5.8,True,3.34,44,0.9935,0.49,4.9,118,0.19,0.38,9.5,0.04,7
0,6.9,False,2.98,59,1.0024,0.49,23.5,235,0.27,0.47,8.6,0.057,5
0,8.1,True,3.09,46,0.9968,0.49,11.8,212,0.2,0.46,10,0.048,7
0,7.5,True,3.07,44,0.9906,0.49,1.7,109,0.32,0.46,12.5,0.031,6
0,8.2,True,3.12,19,0.9941,0.49,5.2,100,0.26,0.34,10.1,0.04,6
0,7.8,True,3.03,28,0.9919,0.49,3.2,87,0.26,0.32,11.3,0.027,7
0,8,True,3.26,42,0.9928,0.49,1.5,120,0.14,0.4,10.6,0.035,7
0,8,False,3.14,40,0.9958,0.49,11.7,131,0.29,0.34,10.8,0.035,5
0,7.5,True,3.4,42,0.9932,0.49,1.6,140,0.19,0.47,10.7,0.047,6
0,6.9,True,3.09,61,0.9957,0.49,7.3,206,0.34,0.4,9,0.045,6
0,6.2,True,3.22,17,0.9937,0.49,1.6,143,0.2,0.52,9.2,0.065,6
0,6.4,True,3.14,53,0.9982,0.49,13.3,243,0.37,0.48,8.5,0.045,6
0,6.2,True,3.41,31,0.9928,0.49,6,128,0.22,0.36,11.3,0.029,8
0,7.8,True,3.03,28,0.9919,0.49,3.2,87,0.26,0.32,11.3,0.027,7
0,8.9,False,3.13,17,0.9956,0.49,1.6,131,0.32,0.34,9.4,0.05,5
0,6.5,True,3.11,16,0.9957,0.49,7.7,169,0.44,0.37,8.7,0.045,6
0,7,True,3.36,22,0.9954,0.49,5.9,118,0.14,0.36,9.4,0.053,6
0,9,True,3.09,46,0.993,0.49,1,131,0.17,0.51,10.5,0.039,7
0,6.4,True,3.38,37,0.9954,0.49,6.4,161,0.26,0.53,9.7,0.037,6
0,9,True,3.31,52,0.9987,0.49,10.4,195,0.22,0.44,10.2,0.048,6
0,8.9,False,3.13,17,0.9956,0.49,1.6,131,0.32,0.34,9.4,0.05,5
0,8.2,True,3.19,14,0.9928,0.49,3.5,108,0.2,0.35,11.5,0.057,6
0,7.8,True,2.94,21,0.9951,0.24,7.7,98,0.15,0.31,9.6,0.047,6
0,6.9,False,3.23,6,0.993,0.24,1.8,121,0.25,0.7,11.4,0.053,5
0,8.2,True,3.19,14,0.9928,0.49,3.5,108,0.2,0.35,11.5,0.057,6
0,7.1,True,3.41,28,0.9926,0.49,6.5,111,0.28,0.58,12.2,0.041,8
0,7.4,True,3.2,15,0.9938,0.49,6.7,110,0.19,0.38,11,0.037,7
0,8.3,True,3.03,50,1.0001,0.49,16.8,228,0.25,0.52,9.2,0.048,6
0,7.5,True,3.26,21,0.9933,0.74,1.6,126,0.14,0.45,10.2,0.035,6
0,7.8,False,3.21,29,0.9952,0.49,7,149,0.49,0.33,10,0.043,5
0,8.1,True,3.13,43,0.9934,0.49,1.2,160,0.12,0.48,9.7,0.042,6
0,7.6,False,2.96,42,0.9988,0.49,13,220,0.47,0.51,9.2,0.239,5
0,7.9,False,3.1,26,0.993,0.49,3.8,105,0.22,0.39,10.5,0.042,5
0,7.8,False,3.21,29,0.9952,0.49,7,149,0.49,0.33,10,0.043,5
0,6.4,True,3.27,42,0.9948,0.49,7.5,151,0.22,0.52,10.1,0.054,6
0,7.3,True,3.42,50,0.9998,0.49,15.55,134,0.19,0.36,9.1,0.058,7
0,8.1,True,3.09,50,0.9971,0.49,12.3,144,0.3,0.57,10.2,0.049,7
0,7.3,True,3.42,50,0.9998,0.49,15.55,134,0.19,0.36,9.1,0.058,7
0,7.5,True,3.17,50,0.9962,0.49,9.4,149,0.24,0.59,10.5,0.048,7
0,6.4,True,3.27,42,0.9948,0.49,7.5,151,0.22,0.52,10.1,0.054,6
0,7.8,True,3.05,20,0.99,0.49,1.2,99,0.21,0.28,12.1,0.036,7
0,7.1,False,3.4,31,0.9942,0.49,1.6,100,0.3,0.59,10.2,0.045,5
0,6.9,False,3.65,39,0.9965,0.49,1.6,166,0.26,0.52,9.4,0.058,4
0,7.6,True,3.08,27,0.9912,0.49,3.95,131,0.31,0.67,12.8,0.044,7
0,6.4,True,3.12,48,0.9978,0.74,12.8,209,0.42,0.58,9,0.076,6
0,8.2,False,3.24,29,0.9928,0.49,1,118,0.29,0.36,10.9,0.044,4
0,7.9,True,3.15,35,1.0103,0.28,31.6,176,0.33,0.38,8.8,0.053,6
0,6.6,False,3.11,19,0.9956,0.49,7.4,184,0.46,0.38,9,0.052,5
0,7.8,False,3.09,27,0.9936,0.49,1.3,142,0.28,0.59,10.2,0.046,5
0,5.8,False,3.19,21,0.9929,0.49,1.1,98,0.15,0.48,9.2,0.048,5
0,7.8,True,3.26,34,0.9966,0.49,7.8,162,0.4,0.58,11.3,0.06,6
0,6.6,False,3.12,52,0.9964,0.49,7.7,220,0.31,0.45,8.8,0.05,5
0,6.6,False,3.16,53,0.996,0.49,7.7,217,0.325,0.4,9.3,0.049,5
0,6.6,True,3.17,62,0.9959,0.49,7.8,217,0.27,0.45,9.4,0.049,6
0,6.7,True,3.23,54,0.9954,0.49,8.3,191,0.26,0.4,10.3,0.047,6
0,6.7,True,2.92,30,0.9914,0.49,1.4,114,0.21,0.42,10.8,0.047,7
0,7.9,True,3.15,35,1.0103,0.28,31.6,176,0.33,0.38,8.8,0.053,6
0,8.1,False,3.27,32,1.0004,0.46,15.4,177,0.28,0.58,9,0.059,4
0,6.5,True,3.41,48,0.9911,0.37,1,114,0.13,0.51,11.5,0.036,8
0,7.8,False,3.25,8,0.9938,0.56,1,84,0.445,0.43,10.8,0.04,5
0,8.8,True,2.95,33,0.9927,0.34,5.9,128,0.39,0.51,11.8,0.055,6
0,7.9,True,3.12,20,0.9922,0.33,1.2,72,0.18,0.38,10.5,0.033,7
0,7.1,True,3.14,10,0.9924,0.38,1.2,124,0.31,0.44,9.9,0.036,6
0,7.8,True,3.2,33,0.9963,0.18,6.7,160,0.24,0.56,9.8,0.046,6
0,7,True,3.4,27,0.9936,0.3,6.5,87,0.35,0.42,11.4,0.028,7
0,6.6,False,3.2,41,0.9951,0.31,4.8,168,0.26,0.38,9.3,0.138,5
0,6.6,False,3.2,35,0.9951,0.31,5.3,163,0.27,0.38,9.3,0.137,5
0,6.8,True,3.3,82,0.9955,0.29,8.9,188,0.22,0.44,10.3,0.046,6
0,6.2,False,3.17,65,0.9961,0.32,8.8,224,0.27,0.47,8.9,0.047,5
0,7,True,3.4,27,0.9936,0.3,6.5,87,0.35,0.42,11.4,0.028,7
0,7.3,True,3.11,60,0.992,0.37,1.8,156,0.23,0.35,11.1,0.032,6
0,6.2,True,3.36,42,0.9944,0.2,6.6,170,0.3,0.45,10.4,0.045,6
0,6.4,False,3.33,18,0.9944,0.2,5.7,117,0.35,0.43,10.1,0.034,5
0,7.6,False,3.22,44,1.0008,0.34,18.35,197,0.32,0.55,9,0.054,5
0,6.3,True,3.74,49,0.9962,0.3,10,212,0.31,0.55,11.9,0.046,6
0,7.2,True,3.12,55,0.9986,0.28,14.4,205,0.25,0.38,9,0.055,7
0,7.2,True,3.12,55,0.9986,0.28,14.4,205,0.25,0.38,9,0.055,7
0,7.3,True,3.06,41.5,1,0.33,17.85,195,0.26,0.44,9.1,0.049,7
0,7.2,True,3.12,55,0.9986,0.28,14.4,205,0.25,0.38,9,0.055,7
0,7.4,False,3.46,42,0.9982,0.37,9.4,147,0.26,0.72,10,0.047,5
0,7.3,True,3.06,41.5,1,0.33,17.85,195,0.26,0.44,9.1,0.049,7
0,6.7,False,3.55,118.5,0.9949,0.26,1.55,216,0.25,0.63,9.4,0.041,3
0,7.1,True,3.27,28,0.9915,0.25,1.3,123,0.16,0.55,11.4,0.034,6
0,9,False,3.11,7,0.9951,0.3,1.5,175,0.43,0.45,9.7,0.05,4
0,7.2,True,3.12,55,0.9986,0.28,14.4,205,0.25,0.38,9,0.055,7
0,7,True,3.28,41,0.9927,0.3,4.2,213,0.24,0.49,11.8,0.04,6
0,6.7,False,3.25,54,0.9955,0.22,8.6,198,0.265,0.41,10.2,0.048,5
0,7.7,True,3.37,47,0.9952,0.32,1.4,150,0.12,0.42,9.2,0.06,6
0,7.2,True,3.25,35,0.9928,0.33,3,132,0.21,0.4,11,0.036,6
0,8.5,True,3.08,47,0.9982,0.36,14.9,190,0.32,0.31,10,0.041,6
0,6.9,True,3.32,39,0.9914,0.3,2,190,0.18,0.37,12.2,0.038,6
0,7,True,3.28,41,0.9927,0.3,4.2,213,0.24,0.49,11.8,0.04,6
0,6.3,True,3.38,35,0.9918,0.29,2.2,175,0.26,0.43,11.6,0.043,6
0,6.7,True,3.44,25,0.9944,0.3,1.8,121,0.26,0.61,10.2,0.043,6
0,7.9,False,3.14,43,0.9969,0.36,11.1,208,0.29,0.46,10.3,0.033,5
0,6.5,False,3.25,6,0.9955,0.19,4.2,114,0.27,0.35,8.6,0.046,4
0,6.7,False,3.16,27,0.9954,0.42,6.4,151,0.33,0.44,9.6,0.058,5
0,6.7,False,3.16,25,0.9955,0.42,6.4,148,0.31,0.45,9.6,0.057,5
0,6.6,True,3.41,32,0.9921,0.31,1.5,127,0.25,0.47,11.3,0.035,6
0,6.4,True,3.41,38,0.9934,0.22,1.5,157,0.24,0.55,9.9,0.038,6
0,6.8,False,3.45,48,0.9998,0.29,16.95,179,0.26,0.4,9.6,0.056,5
0,7,False,3.36,25,0.9946,0.26,1.7,161,0.61,0.6,10.6,0.051,4
0,6.8,False,3.44,50,0.9984,0.3,13.6,180,0.22,0.39,9.8,0.055,5
0,8.1,False,3.08,10,0.9924,0.24,1.6,67,0.31,0.47,10.5,0.032,5
0,7,False,3.24,31,0.9939,0.3,6.1,120,0.2,0.51,10.8,0.037,5
0,7.9,True,3.22,25,0.995,0.37,3,178,0.18,0.51,10,0.061,6
0,6.6,True,3.3,23,0.9957,0.27,6.2,136,0.34,0.49,10.1,0.059,6
0,6.8,False,3.07,35,0.9953,0.24,6.6,116,0.3,0.48,9.4,0.123,5
0,6.5,True,3.32,43,0.9912,0.34,1.6,148,0.18,0.59,11.5,0.04,8
0,7,True,3.26,29,0.9939,0.31,6,108,0.21,0.5,10.8,0.046,6
0,6.8,True,3.1,19,0.9921,0.32,1.5,142,0.27,0.43,9.9,0.044,6
0,9.3,False,3.16,28,0.9954,0.33,1.7,178,0.2,0.43,9,0.05,4
0,5.8,True,3.38,24,0.9933,0.27,1.8,69,0.23,0.31,9.4,0.043,6
0,7.6,True,3.46,30,0.9941,0.39,2.6,180,0.2,0.44,10.8,0.044,7
0,8.2,True,3.5,24,0.995,0.48,2.7,190,0.15,0.45,10.9,0.052,7
0,7.5,True,3.24,33,0.9977,1,19.5,148,0.4,0.38,12,0.041,6
0,6.5,True,3.32,43,0.9912,0.34,1.6,148,0.18,0.59,11.5,0.04,8
0,7,True,3.47,31,0.9945,0.3,5,122,0.13,0.42,10.5,0.056,6
0,6.9,True,3.29,55,0.9952,0.22,4.6,152,0.17,0.37,9.3,0.064,6
0,7,True,3.23,28,0.9924,0.32,6.4,97,0.3,0.44,11.8,0.034,6
0,7.6,True,3.48,68,0.9986,0.44,14.5,212,0.445,0.36,10,0.045,6
0,6.8,False,3.07,35,0.9953,0.24,6.6,116,0.3,0.48,9.4,0.123,5
0,7.5,True,3.2,45,0.9939,0.33,6.7,138,0.22,0.68,11.4,0.036,6
0,9.2,True,2.94,40,0.9929,0.3,1.1,99,0.23,0.3,10.4,0.031,6
0,8.7,True,3.36,68,0.9988,0.46,13.8,198,0.34,0.37,9.5,0.055,6
0,6.6,False,3.14,48,0.9906,0.04,2.5,111,0.545,0.32,11.9,0.031,5
0,8.1,True,2.99,49,0.9914,0.31,1.1,123,0.3,0.45,11.1,0.041,6
0,6.9,True,3.39,50,0.9978,0.3,9.6,185,0.16,0.38,9.6,0.057,6
0,8,True,3.29,56,0.9928,0.36,4.6,178,0.32,0.47,12,0.042,6
0,6.1,False,3.14,15,0.9948,0.23,3.1,104,0.22,0.42,8.7,0.052,5
0,6.9,True,3.39,50,0.9978,0.3,9.6,185,0.16,0.38,9.6,0.057,6
0,7.5,False,3.24,19,0.9946,0.38,1.8,101,0.15,0.44,10,0.054,5
0,8.4,False,2.91,4,0.9908,0.29,1.05,55,0.29,0.32,11.4,0.032,4
0,6.6,True,3.14,23,0.9954,0.47,6.5,150,0.37,0.45,9.6,0.061,6
0,7.7,True,3.18,28,0.9906,0.4,2,152,0.38,0.32,12.9,0.038,6
0,6.3,True,3.14,47,0.99705,0.23,14.9,142,0.25,0.35,9.7,0.039,6
0,8.3,True,3.23,33,0.9982,0.36,10,169,0.3,0.51,9.3,0.042,6
0,6.6,False,3.1,52,0.9932,0.58,1.1,136,0.22,0.3,9.1,0.133,5
0,6.1,False,3.16,46,0.9977,0.31,12,238,0.34,0.48,8.6,0.053,5
0,7.5,False,3.14,33,0.994,0.29,4.8,87,0.22,0.42,9.9,0.05,5
0,8.3,True,3.23,33,0.9982,0.36,10,169,0.3,0.51,9.3,0.042,6
0,8,False,3.28,20,0.9929,0.24,1.2,102,0.27,0.42,10.9,0.044,5
0,6.1,True,3.2,45,0.9924,0.27,1.5,135,0.17,0.43,10.2,0.056,6
0,7.4,True,3.11,44,0.9966,0.3,10.4,174,0.18,0.57,9.7,0.045,6
0,6.7,True,3.38,40,0.9921,0.28,2.5,153,0.16,0.51,11.4,0.046,7
0,6.1,True,3.24,53,0.9967,0.44,12.3,197,0.255,0.54,9.5,0.045,6
0,7.4,True,3.42,43,0.9934,0.25,1.4,141,0.23,0.54,10.2,0.049,7
0,6.4,True,3.31,33,0.9914,0.28,2.2,93,0.16,0.43,11.1,0.042,6
0,6.3,True,3.14,47,0.99705,0.23,14.9,142,0.25,0.35,9.7,0.039,6
0,6.7,False,3.22,54,0.9961,0.25,8,202,0.27,0.43,9.3,0.053,5
0,6.9,False,3.17,56,0.9967,0.23,8.6,215,0.29,0.44,8.8,0.056,5
0,9.6,False,2.8,12,0.9926,0.28,1.2,53,0.21,0.46,10.6,0.038,5
0,6.6,False,3.17,81,0.99605,0.2,8.7,224,0.62,0.44,9.3,0.046,5
0,6.4,True,3.31,67,0.99435,0.19,5.4,181,0.28,0.35,10.2,0.042,6
0,8,True,3.16,31,0.9948,0.28,5.7,124,0.3,0.51,10.2,0.044,6
0,6.4,True,3.46,20,0.9916,0.27,1.5,98,0.17,0.42,11,0.037,7
0,7.3,True,3.4,18,0.997,0.3,10.9,112,0.21,0.5,9.6,0.037,6
0,6.7,False,3.22,54,0.9961,0.25,8,202,0.27,0.43,9.3,0.053,5
0,6.9,False,3.17,56,0.9967,0.23,8.6,215,0.29,0.44,8.8,0.056,5
0,6.6,False,3.17,56,0.9961,0.26,7.7,209,0.32,0.45,8.8,0.054,5
0,7.4,False,3.28,50,0.9955,0.22,1.7,179,0.32,0.69,8.9,0.051,5
0,6.6,False,3.17,58,0.9922,0.07,1.4,144,0.37,0.38,10,0.048,5
0,7.7,True,3.16,33,0.9918,0.28,4.5,102,0.43,0.56,12.2,0.046,7
0,7.8,True,3.04,33,0.9955,0.26,9.9,181,0.39,0.42,10.9,0.059,6
0,6.5,True,3.34,40,0.9941,0.26,1.4,141,0.18,0.72,9.5,0.041,6
0,7.8,True,3.04,32,0.9955,0.26,9.5,178,0.4,0.43,10.9,0.059,6
0,7.8,True,3.04,33,0.9955,0.26,9.9,181,0.39,0.42,10.9,0.059,6
0,6.9,True,3.16,33,0.9924,0.28,3,99,0.19,0.4,10.8,0.054,6
0,7.7,True,3.24,28,0.9973,1,19.6,135,0.49,0.4,12,0.03,6
0,6.6,False,3.56,42,0.999,0.35,14,163,0.25,0.47,9.8,0.069,5
0,6.5,True,3.34,40,0.9941,0.26,1.4,141,0.18,0.72,9.5,0.041,6
0,6.4,True,3.42,43,0.9922,0.36,1.8,150,0.15,0.69,11,0.034,8
0,6.4,True,3.42,43,0.9922,0.36,1.8,150,0.15,0.69,11,0.034,8
0,8.4,False,3.24,47,0.9953,0.31,5.4,150,0.17,0.38,9.8,0.052,5
0,6.1,False,3.49,13,0.9945,0.37,1.8,200,0.32,0.44,10.5,0.051,4
0,8.5,True,3.05,73,0.9945,0.26,9.25,142,0.21,0.37,11.4,0.034,6
0,8.7,True,3.27,17,0.9957,0.4,1.5,100,0.45,0.57,10.1,0.067,6
0,6.7,True,3.33,54,0.9932,0.29,6.8,127,0.24,0.46,11.6,0.038,7
0,8.5,True,3.05,73,0.9945,0.26,9.25,142,0.21,0.37,11.4,0.034,6
0,7.4,True,3.07,29,0.9913,0.26,2.6,115,0.33,0.52,11.8,0.04,7
0,7.2,True,3.33,50,0.9909,0.3,2.1,158,0.26,0.43,12.1,0.033,7
0,8.2,False,3.16,37,0.9939,0.29,7.6,122,0.36,0.34,12,0.035,5
0,7.8,True,3.08,26,0.991,0.24,1.6,189,0.2,0.74,12.1,0.026,7
0,9.4,False,3.15,26,0.9954,0.3,1.4,176,0.16,0.46,9.1,0.042,5
0,6.4,False,3.36,25,0.9943,0.24,1.6,117,0.33,0.5,9.3,0.054,5
0,7.8,True,3.2,21,0.993,0.36,1.4,153,0.22,0.53,10.4,0.056,6
0,7.4,False,3.27,42,1.0002,0.31,17.95,187,0.35,0.64,9.1,0.062,5
0,6.6,False,3.32,23,0.9946,0.24,2,120,0.37,0.54,9.4,0.064,5
0,6.7,True,3.16,22,0.9953,0.41,6.3,149,0.37,0.47,9.6,0.061,6
0,7.1,False,3.19,27,0.9918,0.32,1.4,126,0.37,0.62,12,0.037,5
0,6.9,True,3.27,37,0.9936,0.27,9.05,128,0.25,0.34,11.3,0.039,8
0,6.8,True,3.06,56,0.9984,0.29,15.4,173,0.23,0.41,8.7,0.073,6
0,6.4,True,3.39,35,0.9956,0.21,7.1,162,0.26,0.58,9.9,0.04,6
0,7.6,True,3.08,57,0.9966,0.22,10.2,191,0.3,0.4,9.3,0.049,6
0,9.4,False,3.07,14,0.9942,0.23,1.6,67,0.16,0.32,9.5,0.042,5
0,6.8,True,3.06,56,0.9984,0.29,15.4,173,0.23,0.41,8.7,0.073,6
0,6.4,True,3.39,35,0.9956,0.21,7.1,162,0.26,0.58,9.9,0.04,6
0,7.6,True,3.08,57,0.9966,0.22,10.2,191,0.3,0.4,9.3,0.049,6
0,7.5,False,3.16,29,0.9974,0.39,12.4,119,0.33,0.39,9.4,0.065,5
0,7.6,False,3.15,9,0.9944,0.2,3.4,116,0.38,0.41,9.4,0.046,5
0,8.8,True,3.28,60,1.0008,0.43,15,184,0.2,0.79,8.8,0.053,6
0,7.5,False,3.16,29,0.9974,0.39,12.4,119,0.33,0.39,9.4,0.065,5
0,8.8,True,3.28,60,1.0008,0.43,15,184,0.2,0.79,8.8,0.053,6
0,6.6,True,3.18,39,0.9928,0.21,1.5,184,0.36,0.41,9.9,0.049,6
0,7.6,False,3.15,9,0.9944,0.2,3.4,116,0.38,0.41,9.4,0.046,5
0,5.6,True,3.29,24,0.9908,0.24,4.8,72,0.46,0.37,12.6,0.042,6
0,7.2,True,3.19,18,0.9917,0.38,1.2,110,0.15,0.43,11.1,0.038,6
0,8.2,True,3,31,0.9911,0.29,4.1,100,0.42,0.32,12.8,0.03,7
0,6.8,True,3.09,10,0.9912,0.35,2.8,164,0.3,0.53,12,0.038,6
0,6.7,True,3.36,34,0.9953,0.3,13.9,131,0.27,0.5,12,0.029,7
0,7.2,False,3.19,46,0.9932,0,0.8,114,0.5,0.34,9.2,0.034,4
0,6,True,3.38,27,0.9896,0.29,1,96,0.26,0.44,12.3,0.032,6
0,6.8,True,3.19,38,0.9889,0.28,1.2,131,0.33,0.41,13,0.032,6
0,6.8,True,3.09,10,0.9912,0.35,2.8,164,0.3,0.53,12,0.038,6
0,7.4,False,3.07,23,0.9926,0.31,1.7,110,0.29,0.38,10.9,0.035,5
0,8.2,True,3,31,0.9911,0.29,4.1,100,0.42,0.32,12.8,0.03,7
0,7.3,True,3.36,34,0.9964,0.24,6.3,231,0.19,0.54,10,0.054,6
0,6.5,False,3.22,35,0.9974,0.12,11.5,165,0.32,0.32,9,0.033,5
0,7.1,False,3.42,13,0.9944,0.4,1.5,84,0.32,0.6,10.4,0.034,5
0,6.5,False,3.22,35,0.9974,0.12,11.5,165,0.32,0.32,9,0.033,5
0,7.3,True,3.36,34,0.9964,0.24,6.3,231,0.19,0.54,10,0.054,6
0,7.3,True,3.36,35,0.9963,0.23,6.3,240,0.17,0.54,10,0.051,6
0,7.7,True,3.12,41,0.9948,0.24,11.2,167,0.44,0.43,11.3,0.031,7
0,7.7,True,3.12,41,0.9948,0.24,11.2,167,0.44,0.43,11.3,0.031,7
0,7.4,True,3.13,34,0.9953,0.24,15.1,153,0.49,0.51,12,0.03,7
0,7.7,True,3.12,41,0.9948,0.24,11.2,167,0.44,0.43,11.3,0.031,7
0,7.4,True,3.13,34,0.9953,0.24,15.1,153,0.49,0.51,12,0.03,7
0,6.4,True,3.6,43,0.9949,0.3,5.6,160,0.21,0.41,10.6,0.044,6
0,8,False,2.99,37,0.9988,0.42,12.6,213,0.55,0.56,9.3,0.211,5
0,7,True,3.04,27,0.9954,0.23,5.7,104,0.19,0.54,9.4,0.123,6
0,7.2,True,3.27,37,0.992,0.29,2.2,102,0.24,0.64,11,0.037,7
0,6.5,True,3.44,53,0.9984,0.36,11,247,0.34,0.55,9.3,0.052,6
0,7,True,3.04,27,0.9954,0.23,5.7,104,0.19,0.54,9.4,0.123,6
0,6.9,False,3.42,24,0.9926,0.33,1,164,0.18,0.51,10.5,0.054,5
0,7.2,True,3.27,37,0.992,0.29,2.2,102,0.24,0.64,11,0.037,7
0,8.2,True,3.07,96,0.9976,0.31,11.8,249,0.18,0.52,9.5,0.039,6
0,8.3,True,3.33,32,0.9972,0.45,7.8,139,0.28,0.77,11.2,0.059,6
0,6.1,True,3.29,21,0.991,0.46,4.7,94,0.34,0.62,12.3,0.029,6
0,7.4,False,3.27,44,0.998,0.2,11.5,157,0.44,0.44,9,0.049,5
0,7.6,False,3.07,62,0.9966,0.58,7.9,180,0.26,0.38,9,0.041,5
0,7.4,False,3.27,44,0.998,0.2,11.5,157,0.44,0.44,9,0.049,5
0,8.7,False,2.98,34,1.0007,0.57,17.8,243,0.49,0.82,9,0.052,5
0,7,True,3.25,48,0.992,0.25,1.7,189,0.24,0.42,11.4,0.042,6
0,7.1,True,3.2,50,0.9925,0.25,1.6,181,0.25,0.42,11,0.046,7
0,6.1,True,3.29,21,0.991,0.46,4.7,94,0.34,0.62,12.3,0.029,6
0,6.4,True,3.6,36,0.9934,0.31,1.6,127,0.18,0.67,10.4,0.049,7
